epoch,loss
0,1.1734788417816162
1,0.7078564167022705
2,0.5200873613357544
3,0.4273746907711029
4,0.3386593759059906
5,0.31844064593315125
6,0.2956700026988983
7,0.2826780080795288
8,0.28284746408462524
9,0.282593697309494
10,0.2707970142364502
11,0.27141979336738586
12,0.265059232711792
13,0.2604610025882721
14,0.2613815367221832
15,0.2557114362716675
16,0.2593469023704529
17,0.25083088874816895
18,0.2513827681541443
19,0.2460145503282547
20,0.24156057834625244
21,0.24041183292865753
22,0.24136589467525482
23,0.23927105963230133
24,0.24740883708000183
25,0.23442643880844116
26,0.23016151785850525
27,0.23424026370048523
28,0.23081950843334198
29,0.22675509750843048
30,0.2202070653438568
31,0.22184187173843384
32,0.2259456068277359
33,0.24219761788845062
34,0.2260894775390625
35,0.21644757688045502
36,0.21716254949569702
37,0.22178982198238373
38,0.220371812582016
39,0.21408484876155853
40,0.2131607085466385
41,0.20906396210193634
42,0.22080098092556
43,0.21365399658679962
44,0.20614124834537506
45,0.20585964620113373
46,0.20451423525810242
47,0.20238380134105682
48,0.21686789393424988
49,0.20154106616973877
50,0.2029537558555603
51,0.2124689221382141
52,0.20469015836715698
53,0.19745616614818573
54,0.19837644696235657
55,0.19643501937389374
56,0.19963571429252625
57,0.19540512561798096
58,0.20512379705905914
59,0.20134085416793823
60,0.18871872127056122
61,0.190011128783226
62,0.2100173681974411
63,0.1911318153142929
64,0.18580812215805054
65,0.18784575164318085
66,0.1884038895368576
67,0.18032115697860718
68,0.18316026031970978
69,0.1904677301645279
70,0.18486090004444122
71,0.20003215968608856
72,0.1825251430273056
73,0.18372595310211182
74,0.18151134252548218
75,0.18782581388950348
76,0.17422378063201904
77,0.17091763019561768
78,0.1817890852689743
79,0.1706952452659607
80,0.16972924768924713
81,0.180695042014122
82,0.169376403093338
83,0.17230379581451416
84,0.16859741508960724
85,0.17142096161842346
86,0.18833772838115692
87,0.17526280879974365
88,0.1665419340133667
89,0.17806969583034515
90,0.17958182096481323
91,0.16480794548988342
92,0.16315120458602905
93,0.16069768369197845
94,0.1729336380958557
95,0.16533561050891876
96,0.15678788721561432
97,0.166118323802948
98,0.16658319532871246
99,0.15931975841522217
100,0.16514281928539276
101,0.16514164209365845
102,0.16337624192237854
103,0.181092768907547
104,0.16080930829048157
105,0.16022884845733643
106,0.16799810528755188
107,0.16130949556827545
108,0.16001978516578674
109,0.16637557744979858
110,0.15370258688926697
111,0.15718193352222443
112,0.1594841629266739
113,0.1578693389892578
114,0.15486222505569458
115,0.15476094186306
116,0.15310730040073395
117,0.1587529331445694
118,0.15450356900691986
119,0.15757441520690918
120,0.15356376767158508
121,0.1541045755147934
122,0.15311530232429504
123,0.15689556300640106
124,0.1480737179517746
125,0.15563054382801056
126,0.1555144190788269
127,0.15112599730491638
128,0.15445855259895325
129,0.15662407875061035
130,0.14850927889347076
131,0.1560153365135193
132,0.14903788268566132
133,0.15155668556690216
134,0.15398363769054413
135,0.15309932827949524
136,0.15130041539669037
137,0.14633849263191223
138,0.15354833006858826
139,0.15202006697654724
140,0.14874251186847687
141,0.14794814586639404
142,0.15382429957389832
143,0.15002137422561646
144,0.15094947814941406
145,0.15327489376068115
146,0.1474187821149826
147,0.1489737331867218
148,0.15129385888576508
149,0.15936321020126343
150,0.15585999190807343
151,0.15130098164081573
152,0.14772658050060272
153,0.14698420464992523
154,0.14289163053035736
155,0.1481090635061264
156,0.14426463842391968
157,0.14431646466255188
158,0.15043485164642334
159,0.14570686221122742
160,0.14146946370601654
161,0.15199950337409973
162,0.1465262472629547
163,0.14739277958869934
164,0.15566280484199524
165,0.1470607966184616
166,0.14284661412239075
167,0.14375483989715576
168,0.14458993077278137
169,0.14446353912353516
170,0.1436215043067932
171,0.13739316165447235
172,0.13937370479106903
173,0.14628173410892487
174,0.15364839136600494
175,0.14144332706928253
176,0.1389787644147873
177,0.13805252313613892
178,0.1526011973619461
179,0.14356538653373718
180,0.13790525496006012
181,0.14029400050640106
182,0.14421433210372925
183,0.14473986625671387
184,0.13618505001068115
185,0.1349678933620453
186,0.14061319828033447
187,0.14337697625160217
188,0.13742932677268982
189,0.13825391232967377
190,0.13662806153297424
191,0.13940659165382385
192,0.1365239918231964
193,0.13447979092597961
194,0.13849599659442902
195,0.1376628279685974
196,0.13869893550872803
197,0.13702808320522308
198,0.1376648247241974
199,0.13501742482185364
